row_id,character,unicode_codepoint,standard_rank,original_structure,original_decomposition,original_components,proposed_structure,proposed_decomposition,proposed_components,radical,fill_rule,evidence_layer,authority_boundary,confidence,blocker,review_status,cnbe_write_status,database_rebuild_status,zdic_url
8105_full_0188,书,U+4E66,188,镶嵌,⿻?丨,丨,镶嵌,⿻?丨,丨,丨,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%B9%A6
8105_full_0189,幻,U+5E7B,189,左右,⿰幺?,幺,左右,⿰幺?,幺,幺,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%B9%BB
8105_full_0195,击,U+51FB,195,上下,⿱?凵,凵,上下,⿱?凵,凵,凵,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%87%BB
8105_full_0206,世,U+4E16,206,镶嵌,⿻廿?,廿,镶嵌,⿻廿?,廿,一,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%B8%96
8105_full_0209,节,U+8282,209,上下,⿱艹?,艹,上下,⿱艹?,艹,艹,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%8A%82
8105_full_0214,左,U+5DE6,214,左上包,⿸?工,工,左上包,⿸?工,工,工,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%B7%A6
8105_full_0217,右,U+53F3,217,左上包,⿸?口,口,左上包,⿸?口,口,口,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%8F%B3
8105_full_0218,布,U+5E03,218,左上包,⿸?巾,巾,左上包,⿸?巾,巾,巾,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%B8%83
8105_full_0227,北,U+5317,227,左右,⿰?匕,匕,左右,⿰?匕,匕,匕,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%8C%97
8105_full_0229,凸,U+51F8,229,上下,⿱⿰??一,一,上下,⿱⿰??一,一,凵,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%87%B8
8105_full_0231,业,U+4E1A,231,上下,⿱?一,一,上下,⿱?一,一,一,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%B8%9A
8105_full_0234,归,U+5F52,234,左右,⿰?彐,彐,左右,⿰?彐,彐,彐,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%BD%92
8105_full_0239,甲,U+7532,239,镶嵌,⿻冂?,冂,镶嵌,⿻冂?,冂,田,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%94%B2
8105_full_0245,由,U+7531,245,,田,由,,田,由,田,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%94%B1
8105_full_0259,皿,U+76BF,259,上下,⿱?一,一,上下,⿱?一,一,皿,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%9A%BF
8105_full_0260,凹,U+51F9,260,上下,⿱?一,一,上下,⿱?一,一,凵,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%87%B9
8105_full_0275,白,U+767D,275,镶嵌,⿻?日,日,镶嵌,⿻?日,日,白,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%99%BD
8105_full_0279,瓜,U+74DC,279,上三包,⿵?厶,厶,上三包,⿵?厶,厶,瓜,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%93%9C
8105_full_0280,乎,U+4E4E,280,镶嵌,⿻丿⿻?丷,丿 丷,镶嵌,⿻丿⿻?丷,丿 丷,丿,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%B9%8E
8105_full_0282,令,U+4EE4,282,上下,⿱人?,人,上下,⿱人?,人,人,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%BB%A4
8105_full_0283,用,U+7528,283,上三包,⿵冂?,冂,上三包,⿵冂?,冂,用,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%94%A8
8105_full_0285,印,U+5370,285,左右,⿰?卩,卩,左右,⿰?卩,卩,卩,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%8D%B0
8105_full_0287,乐,U+4E50,287,镶嵌,⿻⿱丿?小,丿 小,镶嵌,⿻⿱丿?小,丿 小,丿,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%B9%90
8105_full_0291,卯,U+536F,291,左右,⿰?卩,卩,左右,⿰?卩,卩,卩,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%8D%AF
8105_full_0324,永,U+6C38,324,上下,⿱?水,水,上下,⿱?水,水,水,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%B0%B8
8105_full_0325,司,U+53F8,325,右上包,⿹?口,口,右上包,⿹?口,口,口,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%8F%B8
8105_full_0336,皮,U+76AE,336,左上包,⿸?攴,攴,左上包,⿸?攴,攴,皮,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%9A%AE
8105_full_0339,发,U+53D1,339,左上包,⿸?又,又,左上包,⿸?又,又,又,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%8F%91
8105_full_0347,丝,U+4E1D,347,上下,⿱⿰??一,一,上下,⿱⿰??一,一,一,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%B8%9D
8105_full_0352,戎,U+620E,352,右上包,⿹戈?,戈,右上包,⿹戈?,戈,戈,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%88%8E
8105_full_0369,耳,U+8033,369,镶嵌,⿻?二,二,镶嵌,⿻?二,二,耳,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%80%B3
8105_full_0380,臣,U+81E3,380,左三包,⿷匚⿻⿱丨丨?,丨 匚,左三包,⿷匚⿻⿱丨丨?,丨 匚,臣,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%87%A3
8105_full_0390,有,U+6709,390,左上包,⿸?月,月,左上包,⿸?月,月,月,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%9C%89
8105_full_0393,页,U+9875,393,上下,⿱?贝,贝,上下,⿱?贝,贝,页,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E9%A1%B5
8105_full_0397,灰,U+7070,397,左上包,⿸?火,火,左上包,⿸?火,火,火,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%81%B0
8105_full_0423,虫,U+866B,423,上下,⿱中?,中,上下,⿱中?,中,虫,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%99%AB
8105_full_0444,年,U+5E74,444,镶嵌,⿻干?,干,镶嵌,⿻干?,干,干,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%B9%B4
8105_full_0446,先,U+5148,446,上下,⿱⿰?土儿,儿 土,上下,⿱⿰?土儿,儿 土,儿,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%85%88
8105_full_0450,竹,U+7AF9,450,左右,⿰??,,左右,⿰??,,竹,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%AB%B9
8105_full_0452,乔,U+4E54,452,上下,⿱夭?,夭,上下,⿱夭?,夭,大,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%B9%94
8105_full_0468,伤,U+4F24,468,左右,⿰亻⿱?力,亻 力,左右,⿰亻⿱?力,亻 力,亻,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%BC%A4
8105_full_0477,自,U+81EA,477,镶嵌,⿻目?,目,镶嵌,⿻目?,目,自,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%87%AA
8105_full_0480,向,U+5411,480,上三包,⿵?口,口,上三包,⿵?口,口,口,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%90%91
8105_full_0482,后,U+540E,482,左上包,⿸?口,口,左上包,⿸?口,口,口,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%90%8E
8105_full_0484,舟,U+821F,484,镶嵌,⿻??,,镶嵌,⿻??,,舟,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%88%9F
8105_full_0489,兆,U+5146,489,镶嵌,⿻儿?,儿,镶嵌,⿻儿?,儿,儿,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%85%86
8105_full_0493,伞,U+4F1E,493,上下,⿱人?,人,上下,⿱人?,人,人,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%BC%9E
8105_full_0516,亦,U+4EA6,516,上下,⿱亠?,亠,上下,⿱亠?,亠,亠,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%BA%A6
8105_full_0518,齐,U+9F50,518,上下,⿱文?,文,上下,⿱文?,文,齐,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E9%BD%90
8105_full_0520,衣,U+8863,520,上下,⿱亠?,亠,上下,⿱亠?,亠,衣,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%A1%A3
8105_full_0524,亥,U+4EA5,524,上下,⿱亠?,亠,上下,⿱亠?,亠,亠,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%BA%A5
8105_full_0530,羊,U+7F8A,530,上下,⿱丷?,丷,上下,⿱丷?,丷,羊,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E7%BE%8A
8105_full_0535,州,U+5DDE,535,镶嵌,⿻川?,川,镶嵌,⿻川?,川,川,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%B7%9E
8105_full_0558,农,U+519C,558,镶嵌,⿻冖?,冖,镶嵌,⿻冖?,冖,冖,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%86%9C
8105_full_0564,那,U+90A3,564,左右,⿰⿹??阝,阝,左右,⿰⿹??阝,阝,阝,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E9%82%A3
8105_full_0654,声,U+58F0,654,上下,⿱士?,士,上下,⿱士?,士,士,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%A3%B0
8105_full_0701,辰,U+8FB0,701,左上包,⿸厂⿱二?,厂 二,左上包,⿸厂⿱二?,厂 二,辰,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%BE%B0
8105_full_0710,步,U+6B65,710,上下,⿱止?,止,上下,⿱止?,止,止,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%AD%A5
8105_full_0712,坚,U+575A,712,上下,⿱⿰?又土,又 土,上下,⿱⿰?又土,又 土,土,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%9D%9A
8105_full_0713,肖,U+8096,713,上下,⿱⺌⺼,,上下,⿱⺌⺼,,⺼,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%82%96
8105_full_0731,足,U+8DB3,731,上下,⿱口?,口,上下,⿱口?,口,足,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%B6%B3
8105_full_0767,每,U+6BCF,767,上下,⿱?母,母,上下,⿱?母,母,母,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%AF%8F
8105_full_0795,余,U+4F59,795,上下,⿱人?,人,上下,⿱人?,人,人,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E4%BD%99
8105_full_0818,卵,U+5375,818,左右,⿰?卩,卩,左右,⿰?卩,卩,卩,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%8D%B5
8105_full_0854,弟,U+5F1F,854,上下,⿱丷⿻弓?,弓 丷,上下,⿱丷⿻弓?,弓 丷,弓,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%BC%9F
8105_full_0898,译,U+8BD1,898,左右,⿰讠?,讠,左右,⿰讠?,讠,讠,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E8%AF%91
8105_full_0901,即,U+5373,901,左右,⿰?卩,卩,左右,⿰?卩,卩,卩,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%8D%B3
8105_full_0921,姊,U+59CA,921,左右,⿰女?,女,左右,⿰女?,女,女,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%A7%8A
8105_full_0926,劲,U+52B2,926,左右,⿰?力,力,左右,⿰?力,力,力,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%8A%B2
8105_full_0943,奉,U+5949,943,上下,⿱⿻?大?,大,上下,⿱⿻?大?,大,大,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E5%A5%89
8105_full_0992,择,U+62E9,992,左右,⿰扌?,扌,左右,⿰扌?,扌,扌,no_safe_auto_fill,unresolved,AGENT_REVIEW_CANDIDATE_NOT_NATIONAL_STANDARD,NONE,SOURCE_EVIDENCE_REQUIRED,HUMAN_REVIEW_REQUIRED,NO_CNBE_WRITE,NO_DATABASE_REBUILD,https://www.zdic.net/hans/%E6%8B%A9
